BRANCH,GROUP,MONTH,YEAR,CUSTOMER,Type,Item,INVOICE_DATE,Aging,Amount,,
CA83,West,6,2020,Winthrop ,Payment,NBV1002,6/7/2020,60+,-849.02,,
CA75,West,6,2020,U.S. Ltd,Payment,NBV1002,6/7/2020,Current,-704.3,,
IN188,Midwest,6,2020,Wuxi Group,Payment,NMK1003,6/7/2020,Current,-107.2,,
SC298,South,6,2020,Bare ,Payment,PUJ1005,6/7/2020,Current,-835.76,,
IL156,Midwest,6,2020,Capweld ,AR,NMK1003,6/7/2020,Current,518.58,,
IL171,Midwest,6,2020,Amylin Group,Payment,NMK1003,6/7/2020,Current,-104.39,,
GA144,South,6,2020,Ei ,AR,NMK1003,6/8/2020,Current,"1,099.34",,
IL153,Midwest,6,2020,"3LAB, Ltd",Payment,NMK1003,6/8/2020,60+,-735.39,,
CA48,West,6,2020,"Exact-Rx, Corp",Payment,XYS1001,6/8/2020,Current,-598.18,,
CA24,West,6,2020,21st Ltd,AR,XYS1001,6/8/2020,Current,529.03,,
NY265,Northeast,6,2020,Wuxi Group,AR,PUJ1005,6/8/2020,1-60,568.16,,
CT110,Northeast,6,2020,U.S. Ltd,Payment,NMK1003,6/8/2020,Current,-545.51,,
CA39,West,6,2020,Eminence Corp,Payment,XYS1001,6/9/2020,Current,-596.57,,
IN186,Midwest,6,2020,21st Ltd,AR,NMK1003,6/9/2020,1-60,"1,552.12",,
KY199,South,6,2020,Pure Group,Payment,NMK1003,6/9/2020,Current,-474.36,,
NH241,Northeast,6,2020,Pacific Ltd,AR,UHY1004,6/9/2020,Current,546.12,,
TX309,South,6,2020,Mylan Corp,AR,PUJ1005,6/9/2020,Current,"1,420.40",,
CA51,West,6,2020,Apollo Ltd,AR,XYS1001,6/10/2020,1-60,375.54,,
FL136,South,6,2020,WakeFern ,AR,NMK1003,6/10/2020,Current,384.25,,
CA89,West,6,2020,Apollo Ltd,Payment,NMK1003,6/10/2020,1-60,"-1,074.95",,
CA45,West,6,2020,Wuxi Group,AR,XYS1001,6/10/2020,Current,593.02,,
IL154,Midwest,6,2020,"Fenwal, Corp",Payment,NMK1003,6/10/2020,Current,"-1,295.04",,
IA148,Midwest,6,2020,Trigen ,AR,NMK1003,6/10/2020,Current,191.35,,
OK285,South,6,2020,New Ltd,Payment,PUJ1005,6/10/2020,Current,-898.47,,
TX317,South,6,2020,O.E. Ltd,Payment,PUJ1005,6/10/2020,60+,-410.84,,
IL154,Midwest,6,2020,Winthrop ,AR,NMK1003,6/11/2020,60+,731.1,,
WA358,West,6,2020,Llorens Ltd,Payment,MKL1006,6/11/2020,Current,-522.6,,
MA210,Northeast,6,2020,Sundial ,AR,UHY1004,6/11/2020,60+,"2,316.32",,
CA66,West,6,2020,Procter Corp,Payment,NBV1002,6/11/2020,Current,"-1,808.60",,
MO224,Midwest,6,2020,"PEDIFIX, Corp",AR,UHY1004,6/11/2020,Current,"2,541.04",,
CO94,West,6,2020,Medline ,Payment,NMK1003,6/11/2020,1-60,-472.35,,
IL160,Midwest,6,2020,O.E. Ltd,AR,NMK1003,6/11/2020,Current,634.62,,
NY263,Northeast,6,2020,E. Ltd,AR,PUJ1005,6/11/2020,Current,384.11,,
TX313,South,6,2020,OHTA'S Corp,Payment,PUJ1005,6/11/2020,Current,-81.47,,
CA75,West,6,2020,Avon Corp,AR,NBV1002,6/11/2020,Current,497.54,,
PA295,Northeast,6,2020,"Apotheca, Ltd",AR,PUJ1005,6/11/2020,Current,593.29,,
CA86,West,6,2020,Wuxi Group,Payment,NBV1002,6/12/2020,Current,"-1,359.56",,
NV253,West,6,2020,Uriel Group,Payment,UHY1004,6/12/2020,1-60,-627.05,,
OH283,Midwest,6,2020,O.E. Ltd,AR,PUJ1005,6/12/2020,1-60,"1,150.79",,
CA47,West,6,2020,Ascend Ltd,Payment,XYS1001,6/12/2020,60+,-270.14,,
IL159,Midwest,6,2020,Pacific Ltd,AR,NMK1003,6/12/2020,Current,497.48,,
TX307,South,6,2020,ETUDE Ltd,Payment,PUJ1005,6/12/2020,Current,"-1,455.24",,
FL131,South,6,2020,Eminence Corp,AR,NMK1003,6/13/2020,Current,"1,568.34",,
IN193,Midwest,6,2020,Avon Corp,Payment,NMK1003,6/13/2020,Current,-459.89,,
AZ8,West,6,2020,Ole Group,AR,XYS1001,6/13/2020,Current,311.55,,
VA356,South,6,2020,Victory Ltd,AR,MKL1006,6/13/2020,60+,316.58,,
IN187,Midwest,6,2020,AuroMedics Corp,Payment,NMK1003,6/13/2020,Current,"-1,830.24",,
NJ245,Northeast,6,2020,Llorens Ltd,Payment,UHY1004,6/13/2020,1-60,"-1,175.31",,
CA22,West,6,2020,Pure Group,AR,XYS1001,6/13/2020,Current,452.18,,
NY266,Northeast,6,2020,Pure Group,AR,PUJ1005,6/14/2020,Current,455.87,,
TX323,South,6,2020,Bare ,Payment,PUJ1005,6/14/2020,60+,"-1,163.79",,
TX334,South,6,2020,Wuxi Group,Payment,MKL1006,6/14/2020,Current,-418.08,,
KS195,Midwest,6,2020,ETUDE Ltd,AR,NMK1003,6/14/2020,Current,"1,491.69",,
VA356,South,6,2020,OUR Ltd,AR,MKL1006,6/14/2020,Current,336.61,,
IL155,Midwest,6,2020,Capweld ,Payment,NMK1003,6/14/2020,Current,-683.4,,
NV256,West,6,2020,"Fenwal, Corp",Payment,UHY1004,6/15/2020,Current,"-2,837.45",,
CA61,West,6,2020,OUR Ltd,AR,NBV1002,6/15/2020,1-60,"1,587.43",,
FL118,South,6,2020,Uriel Group,Payment,NMK1003,6/15/2020,1-60,-279.06,,
TX314,South,6,2020,O.E. Ltd,AR,PUJ1005,6/15/2020,Current,"1,004.60",,
CA72,West,6,2020,ETUDE Ltd,AR,NBV1002,6/15/2020,1-60,118.59,,
IN193,Midwest,6,2020,OUR Ltd,AR,NMK1003,6/15/2020,Current,"1,908.83",,
TX333,South,6,2020,Victory Ltd,Payment,MKL1006,6/15/2020,Current,"-1,662.67",,
FL129,South,6,2020,Avon Corp,AR,NMK1003,6/15/2020,1-60,790.47,,
CA70,West,6,2020,"PEDIFIX, Corp",AR,NBV1002,6/15/2020,1-60,"1,332.63",,
FL121,South,6,2020,Sundial ,AR,NMK1003,6/16/2020,Current,306.66,,
GA141,South,6,2020,O.E. Ltd,AR,NMK1003,6/16/2020,60+,"2,192.11",,
IN186,Midwest,6,2020,Amylin Group,AR,NMK1003,6/16/2020,Current,302.04,,
CA80,West,6,2020,Victory Ltd,AR,NBV1002,6/16/2020,Current,406.82,,
AZ11,West,6,2020,"PEDIFIX, Corp",AR,XYS1001,6/16/2020,Current,346.66,,
CA74,West,6,2020,Pure Group,Payment,NBV1002,6/16/2020,60+,-542.7,,
KS195,Midwest,6,2020,Medsep Group,AR,NMK1003,6/17/2020,Current,343.04,,
VA350,South,6,2020,AuroMedics Corp,AR,MKL1006,6/17/2020,Current,"1,350.85",,
ND238,Midwest,6,2020,Mylan Corp,AR,UHY1004,6/17/2020,Current,257.35,,
CA45,West,6,2020,Prasco Group,AR,XYS1001,6/17/2020,Current,531.85,,
NY259,Northeast,6,2020,Weimei Corp,AR,UHY1004,6/17/2020,Current,"1,524.05",,
TX319,South,6,2020,Burt's Corp,Payment,PUJ1005,6/17/2020,Current,"-1,500.00",,
TX308,South,6,2020,Qualitest ,AR,PUJ1005,6/17/2020,1-60,882.99,,
WA361,West,6,2020,"Fenwal, Corp",Payment,MKL1006,6/17/2020,Current,-190.55,,
CA31,West,6,2020,Dharma Ltd,Payment,XYS1001,6/17/2020,60+,-68.68,,
CA41,West,6,2020,Apollo Ltd,AR,XYS1001,6/17/2020,Current,332.86,,
CA85,West,6,2020,"Apotheca, Ltd",AR,NBV1002,6/18/2020,Current,"1,203.99",,
NY259,Northeast,6,2020,Capweld ,Payment,UHY1004,6/18/2020,Current,-285.22,,
IL166,Midwest,6,2020,Apollo Ltd,Payment,NMK1003,6/18/2020,Current,-592.95,,
NC234,South,6,2020,Medline ,AR,UHY1004,6/18/2020,1-60,70.75,,
AL2,South,6,2020,Weimei Corp,AR,XYS1001,6/18/2020,Current,391.68,,
MD212,South,6,2020,ETUDE Ltd,AR,UHY1004,6/18/2020,Current,553.96,,
IN192,Midwest,6,2020,Capweld ,Payment,NMK1003,6/18/2020,1-60,-198.99,,
MT228,West,6,2020,Eminence Corp,AR,UHY1004,6/18/2020,Current,767.49,,
NY260,Northeast,6,2020,Medsep Group,Payment,UHY1004,6/18/2020,Current,-475.57,,
NY275,Northeast,6,2020,WakeFern ,Payment,PUJ1005,6/19/2020,60+,-369.84,,
HI146,West,6,2020,Select ,AR,NMK1003,6/19/2020,1-60,"1,909.50",,
CA29,West,6,2020,Victory Ltd,AR,XYS1001,6/19/2020,60+,192.22,,
FL129,South,6,2020,OUR Ltd,AR,NMK1003,6/19/2020,1-60,"1,360.03",,
AZ6,West,6,2020,Capweld ,Payment,XYS1001,6/19/2020,1-60,"-1,496.65",,
CO94,West,6,2020,"Elorac, Corp",Payment,NMK1003,6/19/2020,Current,-486.82,,
OH283,Midwest,6,2020,Sundial ,AR,PUJ1005,6/19/2020,Current,611.71,,
NY265,Northeast,6,2020,Ohio ,Payment,PUJ1005,6/20/2020,Current,-621.89,,
TN303,South,6,2020,Ohio ,AR,PUJ1005,6/20/2020,1-60,322.34,,
FL120,South,6,2020,Victory Ltd,AR,NMK1003,6/20/2020,Current,"1,189.92",,
FL122,South,6,2020,Procter Corp,Payment,NMK1003,6/20/2020,1-60,"-2,544.66",,
VA356,South,6,2020,S.S.S. Group,AR,MKL1006,6/20/2020,1-60,141.71,,
KS197,Midwest,6,2020,Uriel Group,AR,NMK1003,6/20/2020,Current,409.91,,
CA28,West,6,2020,New Ltd,Payment,XYS1001,6/20/2020,Current,-609.7,,
NJ247,Northeast,6,2020,"3LAB, Ltd",Payment,UHY1004,6/20/2020,1-60,-471.55,,
IL158,Midwest,6,2020,Procter Corp,Payment,NMK1003,6/21/2020,Current,-432.15,,
VA350,South,6,2020,AuroMedics Corp,AR,MKL1006,6/21/2020,Current,543.91,,
NJ246,Northeast,6,2020,ETUDE Ltd,Payment,UHY1004,6/21/2020,Current,-426.66,,
MO224,Midwest,6,2020,Weimei Corp,AR,UHY1004,6/21/2020,Current,215.74,,
NY261,Northeast,6,2020,"PEDIFIX, Corp",Payment,UHY1004,6/21/2020,Current,-78.93,,
CA28,West,6,2020,Wuxi Group,Payment,XYS1001,6/21/2020,Current,-91.66,,
NJ246,Northeast,6,2020,Burt's Corp,AR,UHY1004,6/21/2020,Current,389.54,,
OH282,Midwest,6,2020,"Apotheca, Ltd",AR,PUJ1005,6/21/2020,60+,"1,305.70",,
AL4,South,6,2020,New Ltd,Payment,XYS1001,6/21/2020,Current,-562.8,,
CA42,West,6,2020,Select ,AR,XYS1001,6/21/2020,Current,"2,290.60",,
WI365,Midwest,6,2020,Nipro ,AR,MKL1006,6/22/2020,1-60,382.5,,
NY260,Northeast,6,2020,Select ,Payment,UHY1004,6/22/2020,Current,"-1,003.39",,
NV256,West,6,2020,Medsep Group,AR,UHY1004,6/22/2020,Current,"1,458.46",,
OH283,Midwest,6,2020,U.S. Ltd,AR,PUJ1005,6/22/2020,Current,"1,521.17",,
CA42,West,6,2020,Pure Group,AR,XYS1001,6/22/2020,Current,978.4,,
FL121,South,6,2020,Qualitest ,AR,NMK1003,6/22/2020,Current,585.92,,
CA54,West,6,2020,ETUDE Ltd,AR,XYS1001,6/22/2020,Current,192.63,,
NY271,Northeast,6,2020,Ohio ,AR,PUJ1005,6/23/2020,Current,"1,227.84",,
IN187,Midwest,6,2020,Ole Group,AR,NMK1003,6/23/2020,Current,"2,296.63",,
IN183,Midwest,6,2020,OHTA'S Corp,Payment,NMK1003,6/23/2020,Current,-623.5,,
SC298,South,6,2020,Mylan Corp,AR,PUJ1005,6/23/2020,Current,761.25,,
IL174,Midwest,6,2020,"Exact-Rx, Corp",AR,NMK1003,6/23/2020,Current,169.38,,
FL138,South,6,2020,Avon Corp,Payment,NMK1003,6/23/2020,Current,-671.34,,
VA350,South,6,2020,Pure Group,Payment,MKL1006,6/23/2020,Current,-603.6,,
LA202,South,6,2020,Uriel Group,AR,NMK1003,6/23/2020,1-60,626.58,,
CA76,West,6,2020,Avon Corp,Payment,NBV1002,6/23/2020,Current,-619.08,,
MA209,Northeast,6,2020,Qualitest ,Payment,UHY1004,6/24/2020,1-60,"-1,839.95",,
IL158,Midwest,6,2020,"Elorac, Corp",Payment,NMK1003,6/24/2020,Current,"-1,067.31",,
CA76,West,6,2020,Pacific Ltd,Payment,NBV1002,6/24/2020,Current,-62.71,,
CA82,West,6,2020,Medline ,AR,NBV1002,6/24/2020,Current,"1,576.78",,
SC298,South,6,2020,Eminence Corp,AR,PUJ1005,6/24/2020,Current,"1,297.92",,
CA24,West,6,2020,Wuxi Group,Payment,XYS1001,6/25/2020,Current,-231.42,,
IL162,Midwest,6,2020,ETUDE Ltd,Payment,NMK1003,6/25/2020,1-60,-243.41,,
FL132,South,6,2020,ETUDE Ltd,Payment,NMK1003,6/25/2020,Current,"-1,337.59",,
CA58,West,6,2020,Linde ,Payment,XYS1001,6/25/2020,1-60,-482.4,,
AZ11,West,6,2020,Dharma Ltd,AR,XYS1001,6/25/2020,1-60,"1,243.52",,
PA293,Northeast,6,2020,Nipro ,AR,PUJ1005,6/25/2020,Current,642.4,,
OK285,South,6,2020,Ole Group,Payment,PUJ1005,6/25/2020,Current,"-1,530.41",,
NM248,West,6,2020,New Ltd,AR,UHY1004,6/25/2020,Current,977.66,,
IL155,Midwest,6,2020,Niconovum Corp,AR,NMK1003,6/26/2020,1-60,633.42,,
CA19,West,6,2020,"Fenwal, Corp",Payment,XYS1001,6/26/2020,Current,-155.44,,
WA360,West,6,2020,O.E. Ltd,AR,MKL1006,6/26/2020,Current,706.18,,
IL151,Midwest,6,2020,Apollo Ltd,Payment,NMK1003,6/26/2020,Current,-153.77,,
IA149,Midwest,6,2020,Select ,Payment,NMK1003,6/26/2020,Current,"-2,257.77",,
OH282,Midwest,6,2020,Prasco Group,Payment,PUJ1005,6/26/2020,1-60,"-1,360.37",,
CA31,West,6,2020,Avon Corp,Payment,XYS1001,6/26/2020,Current,-774.86,,
MN220,Midwest,6,2020,Ascend Ltd,AR,UHY1004,6/26/2020,1-60,"1,709.84",,
MN221,Midwest,6,2020,WakeFern ,AR,UHY1004,6/26/2020,Current,"1,657.04",,
CA51,West,6,2020,Pure Group,Payment,XYS1001,6/27/2020,Current,-59.5,,
FL117,South,6,2020,WakeFern ,Payment,NMK1003,6/27/2020,Current,-622.3,,
CA37,West,6,2020,Medline ,AR,XYS1001,6/27/2020,Current,"2,064.27",,
NY271,Northeast,6,2020,New Ltd,AR,PUJ1005,6/27/2020,1-60,543.97,,
CA24,West,6,2020,"Apotheca, Ltd",AR,XYS1001,6/27/2020,60+,323.21,,
PA295,Northeast,6,2020,Llorens Ltd,Payment,PUJ1005,6/27/2020,Current,-50.25,,
CA43,West,6,2020,Dharma Ltd,AR,XYS1001,6/27/2020,Current,278.59,,
IN191,Midwest,6,2020,Apollo Ltd,AR,NMK1003,6/27/2020,Current,"1,004.40",,
IL173,Midwest,6,2020,Prasco Group,Payment,NMK1003,6/27/2020,Current,-220.9,,
MA208,Northeast,6,2020,Select ,AR,UHY1004,6/27/2020,Current,64.12,,
CA51,West,6,2020,OUR Ltd,AR,XYS1001,6/28/2020,Current,"1,031.80",,
OR291,West,6,2020,21st Ltd,AR,PUJ1005,6/28/2020,Current,319.59,,
TX330,South,6,2020,Winthrop ,AR,MKL1006,6/28/2020,1-60,"1,725.25",,
OR292,West,6,2020,Bare ,AR,PUJ1005,6/28/2020,Current,"1,508.30",,
CA54,West,6,2020,Ohio ,Payment,XYS1001,6/28/2020,Current,"-1,917.27",,
TX336,South,6,2020,Qualitest ,Payment,MKL1006,6/28/2020,Current,-328.03,,
FL121,South,6,2020,Pure Group,Payment,NMK1003,6/28/2020,Current,-336.94,,
FL136,South,6,2020,Weimei Corp,AR,NMK1003,6/28/2020,1-60,757.97,,
CA28,West,6,2020,"Apotheca, Ltd",AR,XYS1001,6/29/2020,Current,617.47,,
ID150,West,6,2020,Medline ,Payment,NMK1003,6/29/2020,1-60,"-1,724.04",,
CO94,West,6,2020,Procter Corp,AR,NMK1003,6/29/2020,Current,394.63,,
MT228,West,6,2020,"Fenwal, Corp",AR,UHY1004,6/29/2020,Current,216.68,,
IN185,Midwest,6,2020,Apollo Ltd,Payment,NMK1003,6/29/2020,Current,-211.65,,
TX312,South,6,2020,Pure Group,AR,PUJ1005,6/30/2020,Current,77.39,,
AZ6,West,6,2020,Nipro ,AR,XYS1001,6/30/2020,1-60,591.74,,
FL124,South,6,2020,Capweld ,AR,NMK1003,6/30/2020,Current,402,,
MO224,Midwest,6,2020,Linde ,Payment,UHY1004,6/30/2020,1-60,-353.76,,
AL2,South,6,2020,O.E. Ltd,Payment,XYS1001,6/30/2020,Current,-647.22,,
FL137,South,6,2020,Medline ,AR,NMK1003,6/30/2020,Current,334.4,,
CA18,West,6,2020,"PEDIFIX, Corp",Payment,XYS1001,6/30/2020,Current,-508.66,,
GA141,South,6,2020,Qualitest ,Payment,NMK1003,6/30/2020,Current,-93.4,,
CA82,West,6,2020,Pure Group,AR,NBV1002,6/30/2020,Current,320.8,,
FL125,South,7,2020,Llorens Ltd,AR,NMK1003,7/1/2020,1-60,484.95,,
IN191,Midwest,7,2020,Ei ,AR,NMK1003,7/1/2020,1-60,"1,142.82",,
CA27,West,7,2020,Nipro ,Payment,XYS1001,7/1/2020,1-60,-536,,
CA29,West,7,2020,"Exact-Rx, Corp",Payment,XYS1001,7/1/2020,Current,"-2,024.20",,
CO97,West,7,2020,Ole Group,AR,NMK1003,7/1/2020,Current,"1,130.63",,
KY200,South,7,2020,Ei ,AR,NMK1003,7/1/2020,60+,375.2,,
TX325,South,7,2020,Pure Group,AR,PUJ1005,7/2/2020,Current,45.02,,
CO95,West,7,2020,Trigen ,AR,NMK1003,7/2/2020,Current,499.02,,
CA51,West,7,2020,Bare ,Payment,XYS1001,7/2/2020,Current,-379.09,,
TX341,South,7,2020,"Elorac, Corp",AR,MKL1006,7/2/2020,Current,"1,475.01",,
UT346,West,7,2020,Weimei Corp,Payment,MKL1006,7/2/2020,Current,-347.06,,
NY258,Northeast,7,2020,"Elorac, Corp",Payment,UHY1004,7/2/2020,1-60,-516.24,,
CA75,West,7,2020,Prasco Group,AR,NBV1002,7/2/2020,Current,551.08,,
OK287,South,7,2020,OHTA'S Corp,AR,PUJ1005,7/2/2020,1-60,481.19,,
IL179,Midwest,7,2020,Sundial ,AR,NMK1003,7/2/2020,Current,"1,594.60",,
AL1,South,7,2020,U.S. Ltd,AR,XYS1001,7/2/2020,Current,"1,442.64",,
OH278,Midwest,7,2020,Select ,Payment,PUJ1005,7/2/2020,Current,-771.84,,
AZ8,West,7,2020,21st Ltd,AR,XYS1001,7/3/2020,Current,423.31,,
FL121,South,7,2020,New Ltd,AR,NMK1003,7/3/2020,Current,176.88,,
AZ11,West,7,2020,Qualitest ,AR,XYS1001,7/3/2020,Current,648.29,,
CA87,West,7,2020,New Ltd,Payment,NBV1002,7/3/2020,1-60,-248.3,,
CA51,West,7,2020,Eminence Corp,AR,XYS1001,7/3/2020,Current,434.03,,
MA207,Northeast,7,2020,Eminence Corp,AR,UHY1004,7/3/2020,60+,420.69,,
TX308,South,7,2020,Select ,AR,PUJ1005,7/3/2020,1-60,395.37,,
LA203,South,7,2020,Winthrop ,AR,UHY1004,7/4/2020,Current,257.41,,
CA79,West,7,2020,Rochester Ltd,Payment,NBV1002,7/4/2020,1-60,"-2,373.14",,
IN182,Midwest,7,2020,Linde ,AR,NMK1003,7/4/2020,Current,"1,851.61",,
OR291,West,7,2020,New Ltd,Payment,PUJ1005,7/4/2020,Current,"-1,463.28",,
NJ245,Northeast,7,2020,Select ,AR,UHY1004,7/4/2020,1-60,494.39,,
CA70,West,7,2020,Avon Corp,AR,NBV1002,7/4/2020,Current,32.56,,
TX322,South,7,2020,"Exact-Rx, Corp",AR,PUJ1005,7/4/2020,Current,"2,247.18",,
WA357,West,7,2020,Eminence Corp,Payment,MKL1006,7/4/2020,Current,-662.23,,
ID150,West,7,2020,Burt's Corp,AR,NMK1003,7/4/2020,Current,221.1,,
FL138,South,7,2020,New Ltd,AR,NMK1003,7/4/2020,1-60,"2,816.95",,
FL123,South,7,2020,Ohio ,Payment,NMK1003,7/4/2020,Current,-529.1,,
PA294,Northeast,7,2020,"3LAB, Ltd",Payment,PUJ1005,7/4/2020,60+,-956.49,,
MA208,Northeast,7,2020,Sundial ,AR,UHY1004,7/4/2020,1-60,669.73,,
CA82,West,7,2020,Uriel Group,AR,NBV1002,7/5/2020,Current,452.92,,
CA32,West,7,2020,Sundial ,Payment,XYS1001,7/5/2020,Current,-302.44,,
UT346,West,7,2020,Trigen ,AR,MKL1006,7/5/2020,1-60,351.01,,
CA78,West,7,2020,"Fenwal, Corp",AR,NBV1002,7/5/2020,Current,503.51,,
FL120,South,7,2020,"Elorac, Corp",AR,NMK1003,7/5/2020,Current,273.36,,
TX326,South,7,2020,"Fenwal, Corp",AR,PUJ1005,7/5/2020,1-60,391.95,,
IL161,Midwest,7,2020,Medsep Group,AR,NMK1003,7/5/2020,Current,884.53,,
CO102,West,7,2020,Uriel Group,Payment,NMK1003,7/6/2020,1-60,"-1,517.95",,
NY263,Northeast,7,2020,Bare ,AR,PUJ1005,7/6/2020,Current,"1,286.94",,
CA86,West,7,2020,Victory Ltd,Payment,NBV1002,7/6/2020,Current,-785.24,,
CA40,West,7,2020,Ei ,AR,XYS1001,7/6/2020,Current,91.32,,
GA139,South,7,2020,Eminence Corp,AR,NMK1003,7/6/2020,1-60,389.54,,
FL125,South,7,2020,Mylan Corp,Payment,NMK1003,7/6/2020,Current,-39.87,,
TN304,South,7,2020,"PEDIFIX, Corp",AR,PUJ1005,7/6/2020,Current,530.64,,
CA64,West,7,2020,Mylan Corp,AR,NBV1002,7/6/2020,Current,418.95,,
TX331,South,7,2020,Ohio ,Payment,MKL1006,7/6/2020,Current,"-1,549.51",,
TX316,South,7,2020,Rochester Ltd,Payment,PUJ1005,7/6/2020,Current,-213.73,,
CO95,West,7,2020,21st Ltd,AR,NMK1003,7/6/2020,Current,364.82,,
CA61,West,7,2020,Eminence Corp,Payment,NBV1002,7/7/2020,1-60,"-2,086.38",,
FL120,South,7,2020,Llorens Ltd,AR,NMK1003,7/7/2020,Current,428.8,,
NC237,South,7,2020,Mylan Corp,AR,UHY1004,7/7/2020,1-60,"1,624.21",,
WA359,West,7,2020,Eminence Corp,AR,MKL1006,7/7/2020,1-60,"1,295.78",,
CA18,West,7,2020,Dharma Ltd,AR,XYS1001,7/7/2020,Current,310.88,,
RI296,Northeast,7,2020,S.S.S. Group,Payment,PUJ1005,7/7/2020,Current,"-1,230.12",,
CA17,West,7,2020,Mylan Corp,AR,XYS1001,7/7/2020,60+,691.44,,
IL178,Midwest,7,2020,Llorens Ltd,Payment,NMK1003,7/7/2020,Current,-247.83,,
NC232,South,7,2020,"PEDIFIX, Corp",Payment,UHY1004,7/7/2020,Current,-728.96,,
WI366,Midwest,7,2020,Ei ,AR,MKL1006,7/8/2020,1-60,"1,064.76",,
TX337,South,7,2020,Medsep Group,AR,MKL1006,7/8/2020,Current,947.65,,
OR291,West,7,2020,Nipro ,AR,PUJ1005,7/8/2020,Current,390.95,,
CA69,West,7,2020,"Elorac, Corp",Payment,NBV1002,7/8/2020,Current,-604.81,,
CA48,West,7,2020,21st Ltd,Payment,XYS1001,7/8/2020,Current,-83.55,,
FL136,South,7,2020,Bare ,AR,NMK1003,7/8/2020,1-60,"1,852.82",,
CA48,West,7,2020,21st Ltd,AR,XYS1001,7/8/2020,Current,"1,605.05",,
FL131,South,7,2020,Rochester Ltd,AR,NMK1003,7/8/2020,Current,112.69,,
FL128,South,7,2020,Eminence Corp,AR,NMK1003,7/8/2020,Current,"1,313.20",,
OR292,West,7,2020,Procter Corp,AR,PUJ1005,7/8/2020,Current,711.47,,
TX323,South,7,2020,Ole Group,Payment,PUJ1005,7/9/2020,Current,-68.61,,
CT105,Northeast,7,2020,Avon Corp,AR,NMK1003,7/9/2020,1-60,"1,769.07",,
CO101,West,7,2020,OUR Ltd,Payment,NMK1003,7/9/2020,Current,-397.18,,
CA47,West,7,2020,Weimei Corp,Payment,XYS1001,7/9/2020,Current,-464.65,,
PA294,Northeast,7,2020,Qualitest ,AR,PUJ1005,7/9/2020,Current,384.58,,
AZ6,West,7,2020,Ei ,AR,XYS1001,7/9/2020,Current,330.98,,
TX311,South,7,2020,Niconovum Corp,AR,PUJ1005,7/9/2020,1-60,708.99,,
FL133,South,7,2020,ETUDE Ltd,AR,NMK1003,7/9/2020,1-60,"1,334.91",,
IL174,Midwest,7,2020,OUR Ltd,Payment,NMK1003,7/9/2020,Current,-832.94,,
CA45,West,7,2020,21st Ltd,AR,XYS1001,7/9/2020,60+,445.42,,
IA148,Midwest,7,2020,Eminence Corp,AR,NMK1003,7/10/2020,1-60,"1,869.10",,
FL117,South,7,2020,Prasco Group,AR,NMK1003,7/10/2020,Current,310.88,,
WI367,Midwest,7,2020,Capweld ,Payment,MKL1006,7/10/2020,1-60,-920.31,,
MO225,Midwest,7,2020,"Elorac, Corp",Payment,UHY1004,7/10/2020,Current,-891.9,,
WA362,West,7,2020,OHTA'S Corp,Payment,MKL1006,7/10/2020,1-60,-682.33,,
NH241,Northeast,7,2020,Capweld ,Payment,UHY1004,7/10/2020,Current,-283.01,,
VA351,South,7,2020,OUR Ltd,Payment,MKL1006,7/10/2020,1-60,"-1,462.68",,
CA20,West,7,2020,Mylan Corp,Payment,XYS1001,7/11/2020,Current,-309.54,,
UT348,West,7,2020,Avon Corp,Payment,MKL1006,7/11/2020,60+,-102.51,,
CA54,West,7,2020,Eminence Corp,AR,XYS1001,7/11/2020,1-60,"2,012.61",,
MO224,Midwest,7,2020,Bare ,AR,UHY1004,7/11/2020,1-60,379.29,,
WA360,West,7,2020,OHTA'S Corp,Payment,MKL1006,7/11/2020,1-60,-366.62,,
OH280,Midwest,7,2020,Llorens Ltd,AR,PUJ1005,7/11/2020,1-60,"2,206.85",,
CA64,West,7,2020,Dharma Ltd,AR,NBV1002,7/11/2020,Current,"1,165.80",,
FL130,South,7,2020,Dharma Ltd,Payment,NMK1003,7/11/2020,Current,"-1,444.79",,
IN190,Midwest,7,2020,"Apotheca, Ltd",AR,NMK1003,7/11/2020,Current,586.65,,
CA40,West,7,2020,Medline ,AR,XYS1001,7/11/2020,Current,598.98,,
IN191,Midwest,7,2020,Sundial ,AR,NMK1003,7/11/2020,Current,314.77,,
IL153,Midwest,7,2020,S.S.S. Group,AR,NMK1003,7/11/2020,1-60,"1,013.04",,
CT103,Northeast,7,2020,Dharma Ltd,AR,NMK1003,7/12/2020,Current,630.14,,
CA73,West,7,2020,"Elorac, Corp",Payment,NBV1002,7/12/2020,Current,"-1,929.60",,
FL132,South,7,2020,Capweld ,AR,NMK1003,7/12/2020,Current,423.04,,
TN303,South,7,2020,Winthrop ,AR,PUJ1005,7/12/2020,Current,261.97,,
IN191,Midwest,7,2020,21st Ltd,AR,NMK1003,7/12/2020,Current,"1,483.38",,
FL129,South,7,2020,"Elorac, Corp",Payment,NMK1003,7/12/2020,1-60,-357.51,,
LA201,South,7,2020,Winthrop ,AR,NMK1003,7/12/2020,Current,358.18,,
MI217,Midwest,7,2020,E. Ltd,Payment,UHY1004,7/12/2020,Current,"-2,371.80",,
IN185,Midwest,7,2020,Bare ,AR,NMK1003,7/12/2020,1-60,"1,405.79",,
